,V,A,D,text
7365,0.44999999999999996,0.55,0.5,"Justin Timberlake, Cameron Diaz announce split"
7366,0.5,0.5,0.5,Israel says hopes to keep Lebanon border calm
7367,0.35,0.6,0.6,Cisco sues Apple over iPhone name
7368,0.30000000000000004,0.55,0.44999999999999996,Two Palestinians killed near fence
7369,0.30000000000000004,0.6,0.5,"A star dies, a family feud is born"
7370,0.375,0.5,0.5825,"Carter was a disaster, said Ford"
7371,0.44999999999999996,0.55,0.55,Breast Cancer Awareness is Important
7372,0.5425,0.4175,0.5,Super Bowl MVP Manning insists he's one of the guys
7373,0.4575,0.4575,0.5,Personal health: the importance of knowing what the doctor is talking about
7374,0.55,0.5,0.44999999999999996,Israel's Peretz urges halt to contentious Jerusalem construction
7375,0.30000000000000004,0.44999999999999996,0.6,Peter Jackson will never work for me again
7376,0.5,0.5,0.5,U.S. keeps Iran options open
7377,0.5,0.44999999999999996,0.44999999999999996,European shares hit fresh highs
7378,0.5,0.5,0.5,"For women, nothing's like the smell of men's sweat"
7379,0.5,0.375,0.5,Looking beyond the iPhone
7380,0.375,0.625,0.4375,Freed kidnap suspect: my terror at police raid
7381,0.5,0.44999999999999996,0.44999999999999996,"Far away, Super Bowl's losers will be champs"
7382,0.4,0.6,0.65,Hungary police tackle violent protestors
7383,0.3125,0.375,0.4375,Woman dies after water binge
7384,0.55,0.5,0.5,Mancuso sparks U.S. celebrations
7385,0.5,0.44999999999999996,0.55,Late penalty costs Roma the points
7386,0.55,0.55,0.5,'Bookworm Adventures' wordsmith's joy
7387,0.5,0.5,0.5,iPod good for video games
7388,0.7,0.65,0.6,Review: virtual 'American Idol' hits right notes
7389,0.5,0.5,0.5,Leo battles himself
7390,0.4,0.55,0.6,Attorneys point fingers in fight between Ryan O'Neal and son
7391,0.44999999999999996,0.5,0.5,"Bill Gates and Craig Mundie: vista is Secure, employees are not"
7392,0.25,0.65,0.55,Boy Scouts blamed for starting wildfire
7393,0.44999999999999996,0.55,0.55,China urges UN action on N Korea
7394,0.3325,0.5825,0.5825,"Scorpion on a plane, a pantful of pain"
7395,0.55,0.55,0.55,Male sweat boosts women's hormone levels
7396,0.625,0.625,0.625,Mbeki on the big visit from the Chinese
7397,0.5,0.5,0.55,French right nominates Sarkozy
7398,0.4,0.55,0.55,"Israeli, Lebanese clash on border"
7399,0.35,0.6,0.35,North Korea claims nuclear test
7400,0.6,0.55,0.35,Talks begin on Somalia peacekeepers
7401,0.5425,0.4575,0.5425,Action games improve eyesight
7402,0.5,0.5,0.5,"A small part of the brain, and its profound effects"
7403,0.5,0.4175,0.5,IDF shells Lebanese Army positions across northern border
7404,0.5,0.5,0.5,Thailand: missing 25 years after taking wrong bus
7405,0.5,0.55,0.55,Ballerina sparks anti-fascist row
7406,0.5,0.6875,0.6875,Internet boom in China is built on virtual fun
7407,0.55,0.6,0.5,Machinery orders drive Asia upward
7408,0.25,0.6875,0.625,'Lost's' Fox: 'I'm a liar and a cheat'
7409,0.4375,0.5625,0.5625,Russia to strengthen its military muscle
7410,0.5,0.4175,0.5,"At Libby trial, Russert of NBC gives and gets"
7411,0.5625,0.5,0.625,Ferrer victorious in Spanish duel
7412,0.30000000000000004,0.55,0.44999999999999996,UK workers on alert for letter bombs
7413,0.35,0.6,0.6,Did NASA accidentally kill life on Mars?
7414,0.5825,0.5425,0.5425,"New vaccine for cervical cancer could prove useful in men, too"
7415,0.6,0.6,0.55,"Presto! He's Batman, then magic man"
7416,0.30000000000000004,0.35,0.6,Search on for victims of subway collapse
7417,0.2,0.30000000000000004,0.44999999999999996,Human error caused Helios crash
7418,0.44999999999999996,0.6,0.6,US to prod NATO allies for more troops to defeat Taliban
7419,0.5,0.44999999999999996,0.5,Microsoft supports OpenID authentication standard
7420,0.4175,0.4175,0.5,No buyer in sight for Napster
7421,0.5,0.5,0.625,China says rich countries should take lead on global warming
7422,0.5,0.44999999999999996,0.44999999999999996,North Korea may begin to dismantle nukes
7423,0.5625,0.5,0.625,Barack Obama formally announces bid for president
7424,0.4,0.55,0.6,"Heavy use of mobile phones can make men infertile, scientists say"
7425,0.4,0.44999999999999996,0.5,Kidnappers seize two in Nigeria
7426,0.44999999999999996,0.5,0.55,"Indonesia may sell, not give, bird flu virus to scientists"
7427,0.16749999999999998,0.5825,0.4175,"Attack video saddens ""friendly fire"" widow"
7428,0.55,0.55,0.6,Europe retain trophy with big win
7429,0.5,0.4175,0.5,Cutting edge accessories for digital music players
7430,0.4,0.5,0.44999999999999996,Ice storm descends on central U.S.
7431,0.4,0.5,0.5,Snow brings travel misery to England
7432,0.30000000000000004,0.5,0.5,"Indonesia flood forces 340,000 from homes"
7433,0.44999999999999996,0.55,0.5,Iraqi health minister seized in raid
7434,0.30000000000000004,0.55,0.6,Ice storm brings chaos in U.S.
7435,0.30000000000000004,0.55,0.44999999999999996,Russian ship sinks in Pacific
7436,0.5,0.55,0.55,Stinky flower mystery solved
7437,0.55,0.55,0.55,Roddick overcomes Federer in final
7438,0.6,0.6,0.5,Prehistoric Romeo and Juliet discovered
7439,0.5,0.5,0.5,U.S. and Iraqis are wrangling over war plans
7440,0.4,0.44999999999999996,0.5,Sea search for missing Microsoft scientist
7441,0.4,0.6,0.5,Iran to Hit US Interests if Attacked
7442,0.4175,0.6675,0.5,Blair: Terror battle will be long
7443,0.6,0.5,0.5,Bear cub returned to the wilderness
7444,0.55,0.44999999999999996,0.5,China Successfully Launches Two Satellites
7445,0.375,0.4175,0.5,Carrefour sales growth falls short
7446,0.5,0.44999999999999996,0.44999999999999996,"Allied with democrats, Lieberman easily aligns with Republicans"
7447,0.4,0.5,0.5,"In the Rockies, pines die and bears feel it"
7448,0.35,0.55,0.6,Iran to strike US interests if attacked
7449,0.55,0.55,0.55,"Nipple covers, other star secrets"
7450,0.4,0.55,0.55,Apple: no iTunes for you if you have Vista!
7451,0.4175,0.5,0.4175,Smokestacks in a white wilderness divide Iceland
7452,0.44999999999999996,0.5,0.55,That'll cost ya
7453,0.35,0.5,0.55,Botched hangings in Iraq speed sectarianism
7454,0.5,0.55,0.5,Male sweat raises female hormones
7455,0.5,0.5,0.5,Prestige has magic touch
7456,0.5,0.5,0.5,7 GOP senators to force debate on troops in Iraq
7457,0.5,0.5,0.55,Bangladesh ends curfew amid unrest
7458,0.5,0.55,0.44999999999999996,Italy's dispute with US over Iraq shooting
7459,0.6,0.65,0.6,Here come the Globes!
7460,0.35,0.5,0.5,Snow causes transport chaos in Britain
7461,0.25,0.5825,0.4175,Heavy snow causes travel chaos and shuts schools
7462,0.5,0.5,0.5,Barbaro's legacy: saving other horses
7463,0.5,0.5,0.5,Luxury digs in South Carolina's Lowcountry
7464,0.2,0.6,0.6,"Lies, damned lies, and divorce"
7465,0.30000000000000004,0.7,0.44999999999999996,Dozens killed in Baghdad bombing
7466,0.3325,0.5825,0.5,Ice storms kill 21 across nation
7467,0.5,0.44999999999999996,0.44999999999999996,De Villiers takes over Dakar lead
7468,0.5625,0.5625,0.4375,Vietnam becomes WTO's 150th member
7469,0.44999999999999996,0.44999999999999996,0.44999999999999996,Observatory: poison begets poison
7470,0.5,0.44999999999999996,0.44999999999999996,Action intensity boosts vision
7471,0.5,0.75,0.55,Why the smell of a man's armpit is a turn-on
7472,0.5,0.5,0.5,Nokia 5300 Xpress Music
7473,0.44999999999999996,0.5,0.55,"Dell to cut bonuses, trim management"
7474,0.6,0.55,0.6,Manning inspires Giants to victory in Dallas
7475,0.7,0.65,0.55,Boy missing since 2002 found alive
7476,0.5,0.5,0.5,"US, North Korea signed nuclear memo"
7477,0.5,0.44999999999999996,0.44999999999999996,Russia honors Sputnik designer
7478,0.3325,0.5,0.5,Friendly fire pilot 'experienced'
7479,0.6675,0.5,0.5,MySpace welcomes French friends
7480,0.5,0.44999999999999996,0.35,Airlines: UK airport runway unsafe
7481,0.30000000000000004,0.44999999999999996,0.4,Riot warning for France suburbs
7482,0.30000000000000004,0.6,0.5,The amounts you have to pay for a bomb scare
7483,0.5,0.5,0.5825,"In Egypt, Rice speaks softly"
7484,0.44999999999999996,0.55,0.44999999999999996,Senate votes to revoke pensions
7485,0.3325,0.5825,0.5,EarthLink CEO dies at age 49
7486,0.35,0.5,0.5,Software giant SAP misses target
7487,0.5,0.44999999999999996,0.5,Vital signs: mental abilities: folic acid may improve thinking skills
7488,0.5,0.5,0.5,De Villiers stretches overall lead
7489,0.4,0.5,0.4,China detains 2 after body parts found in mail
7490,0.6,0.5,0.5,Full recovery expected for marathon winner
7491,0.5,0.55,0.5,North Korea ready to discuss nuke disarmament
7492,0.44999999999999996,0.44999999999999996,0.6,Nadal wants Australian Open crown
7493,0.6,0.55,0.55,Beijing journal: Olympic construction unearths ancient treasure trove
7494,0.5,0.5,0.5,Reclusive 'Mockingbird' author attends show
7495,0.5,0.5,0.5625,"Asia near pact on energy, security"
7496,0.5,0.5,0.5,Philippine anti-terror law delayed until June
7497,0.4,0.55,0.6,Ex-suspect slams anti-terror laws
7498,0.5,0.5,0.55,Study detects a gene linked to Alzheimer's
7499,0.4,0.55,0.55,Sony apologises for global battery recall
7500,0.55,0.65,0.55,Panda cub makes her debut
7501,0.5625,0.5,0.5625,Harris haul puts South Africa on top
7502,0.5,0.375,0.5,Weight-loss drug to be sold over the counter
7503,0.5,0.5,0.5,Beckham outlines reasons for move
7504,0.44999999999999996,0.55,0.44999999999999996,Study finds gritty air raises heart disease risk in older women
7505,0.5,0.44999999999999996,0.6,"Venezuela, Iran fight U.S. dominance"
7506,0.44999999999999996,0.5,0.5,'Housewives' star Marcia Cross on bed rest
7507,0.65,0.65,0.44999999999999996,Blog: Here come the Globes!
7508,0.4,0.6,0.6,Greek police hunt embassy attackers
7509,0.5,0.5,0.5,Apple warns iTunes users to wait on Vista
7510,0.5,0.44999999999999996,0.44999999999999996,Questions on credit card safety
7511,0.44999999999999996,0.44999999999999996,0.44999999999999996,Tsunami fears ease after quake
7512,0.5,0.5,0.5,China considers Eurobond reserves
7513,0.55,0.55,0.6,Underarm bowls them over
7514,0.25,0.5,0.5,At least 130 die as blast levels Baghdad market
7515,0.5,0.5,0.5,Deaths as bird flu flares in Asia
7516,0.5,0.55,0.6,"Hamas, Fatah leaders pledge to meet until they reach agreement"
7517,0.5,0.5,0.5,Officers had 'rapport' with alleged abductor
7518,0.4,0.44999999999999996,0.44999999999999996,No e-Book for Harry Potter VII
7519,0.5,0.4,0.4,Budapest calm after night of violent protests
7520,0.25,0.55,0.6,'Can't do this anymore'? Not Jack
7521,0.44999999999999996,0.44999999999999996,0.55,Black hole triplets spotted
7522,0.44999999999999996,0.5,0.44999999999999996,Israel weighs old city project webcast
7523,0.25,0.6,0.4,Indonesian bird flu deaths hit 61
7524,0.4,0.55,0.44999999999999996,Somali refugees cut off from aid
7525,0.44999999999999996,0.35,0.44999999999999996,Microsoft downplays Vista speech-recognition hack
7526,0.5425,0.375,0.5,Next island hot spot: St. Lucia
7527,0.5,0.30000000000000004,0.55,Italy to hold no-show trial of Bronx GI in Iraq slay
7528,0.6,0.5,0.6,Vegetables May Boost Brain Power in Older Adults
7529,0.44999999999999996,0.5,0.44999999999999996,Teen hacks Venezuelan government Web sites
7530,0.5,0.4,0.5,"Russia plans new ICBMs, nuclear subs"
7531,0.6,0.55,0.55,Gere cheers sex workers in AIDS fight
7532,0.5,0.4175,0.5,Study: Male sweat causes female hormones to rise
7533,0.3125,0.5625,0.4375,Collision on icy road kills 7
7534,0.6,0.55,0.5,Surprise: China cuts price of gas
7535,0.5,0.4375,0.5625,What the Godfather of Soul meant to me
7536,0.6,0.65,0.55,New Mars orbiter spots Pathfinder landing site
7537,0.44999999999999996,0.6,0.44999999999999996,Mass Venezuela opposition rally
7538,0.6,0.55,0.55,Glamour -- and 'Borat' -- at Golden Globes
7539,0.65,0.55,0.6,Gotta love that understatement and comic timing.
7540,0.5,0.55,0.5,"But seriously, you may remember an article last summer that appered in TimeOut New York about matters of race in publishing."
7541,0.44999999999999996,0.44999999999999996,0.6,(My post on the subject here .)
7542,0.5,0.35,0.44999999999999996,"This was one of most important quotes from the article: “Invariably,” says Craig, “a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone."
7543,0.55,0.6,0.6,"“Invariably,”"
7544,0.4375,0.5,0.5625,"“a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone. So we all pretend we’re experts. Maybe I’m the only one who’s embarrassed by that.”"
7545,0.4,0.5,0.5,This has been a bad week for liars.
7546,0.5,0.55,0.55,So we all pretend we’re experts.
7547,0.4175,0.5825,0.3325,Maybe I’m the only one who’s embarrassed by that.”
7548,0.4175,0.4175,0.5,"The end result of such roundtables, one can only fear, could be that the only books depicting people of color that get published are those that do not challenge white assumptions."
7549,0.4175,0.5,0.5,"I can't help but wonder if Ms. Seltzer's book with all it's far-fetched, tales-from-the-urban-jungle flair, would have passed the smell test were it read by a more diverse panel of editors."
7550,0.44999999999999996,0.55,0.5,"First the holocaust survivor who said she was literally raised by wolves turns out to be just a regular, if depressed, person."
7551,0.5,0.4175,0.5,"Comment #1, by carleen"
7552,0.55,0.6,0.55,I read that article in the Times and IMMEDIATELY thought it was going to be a hoax.
7553,0.44999999999999996,0.4,0.55,"But then I thought, surely after all the others, she had been vetted to heaven and back."
7554,0.75,0.6,0.5,Ha!
7555,0.35,0.5,0.44999999999999996,Guess I'm a sucker too.
7556,0.5,0.5,0.5,"March 3, 2008 11:20 PM"
7557,0.5,0.5,0.44999999999999996,"Um, wow."
7558,0.44999999999999996,0.55,0.55,That is ridiculous.
7559,0.5,0.3325,0.5,"March 3, 2008 11:43 PM"
7560,0.5,0.4,0.5,"Comment #3, by Sarah Schulman"
7561,0.5,0.5,0.5,I wonder why they didn't present their books as novels.
7562,0.5,0.44999999999999996,0.5,"March 4, 2008 01:39 PM"
7563,0.5,0.5,0.5,"Comment #4, by Sarah Schulman"
7564,0.5,0.5,0.5,I wonder why they didn't present their books as novels.
7565,0.5,0.4,0.5,"March 4, 2008 01:41 PM"
7566,0.5,0.35,0.44999999999999996,Tayari's Blog: There's A Sucker Born Every Minute
7567,0.44999999999999996,0.44999999999999996,0.5,"""memoir"""
7568,0.44999999999999996,0.5,0.44999999999999996,"In the vividly told book, Ms. Seltzer wrote about her African-American foster brothers, Terrell and Taye, who joined the Bloods gang when they were 11 and 13."
7569,0.5,0.4,0.5,"Posted by Tayari Jones on March 3, 2008 10:57 PM"
7570,0.4,0.5,0.55,She chronicled her experiences making drug deliveries for gang leaders at age 13 and how she was given her first gun as a birthday present when she was 14.
7571,0.4,0.65,0.6,"Ms. Seltzer told The Times last week, “One of the first things I did once I started making drug money was to buy a burial plot.”"
7572,0.35,0.6,0.55,“One of the first things I did once I started making drug money was to buy a burial plot.”
7573,0.5,0.5,0.5,It's like a satire of a satire.
7574,0.55,0.6,0.6,"I want to write as others do: a tale, set in our real world, of characters who might live therein, not citizens of some airy demesne beyond the stars!"""
7575,0.55,0.65,0.6,"""Why is that more desirable than what you write today?"""
7576,0.5,0.4375,0.5625,Allan sat down at his desk and pulled the chair in close.
7577,0.6,0.5,0.5,"""People will read such stories; they are worth publishing."""
7578,0.44999999999999996,0.65,0.7,"""That is precisely why I must excise this malignant instinct!"""
7579,0.5,0.4,0.5,"""Why do you write?"""
7580,0.5,0.5,0.55,"""…Why – to earn a living, I suppose."
7581,0.5,0.625,0.375,"Why do you ask?"""
7582,0.5,0.5,0.5,"""You choose to write rather than become a fisherman or a carpenter, though you face such difficulty."
7583,0.35,0.65,0.44999999999999996,"I would not be happy, thus separated from it."""
7584,0.5425,0.4175,0.5425,"""So at its heart, then, your writing – as opposed to working otherwise – is for yourself?"""
7585,0.5,0.4,0.5,"""Yes, I suppose one could see it thus."
7586,0.44999999999999996,0.55,0.5,"But really, Nathan, your queer habits of conversation have reached a new level."""
7587,0.5,0.5,0.5,"Ignoring the statement, Nathan continued."
7588,0.5,0.44999999999999996,0.55,"""Your writing is for you, Allan, not for the publishers or some imagined audience."
7589,0.5,0.55,0.55,"Since you seem unable to write 'normally,' why not embrace your tales as they are, leave behind the one unhappiness in the art you admit is a source of pleasure?"
7590,0.5,0.5,0.5825,"Tell them, and they will create an audience."
7591,0.44999999999999996,0.44999999999999996,0.5,"You need not pander to what you imagine their wants are; speak, and they shall listen."""
7592,0.44999999999999996,0.5,0.44999999999999996,"Allan crouched over his desk once more, pen in hand and mind blank."
7593,0.5,0.4575,0.5425,"He contemplated a story, an outline he had laboriously constructed some time ago."
7594,0.5,0.4175,0.5,"He had filled his pen and raised it, the nib descending towards the paper, before the sound came: the gentle, persistent tapping of the gnarled, primeval willow touching the window with long, insistent fingers."
7595,0.5,0.55,0.5,"His eyes awoke with a passionate, determined flame, though the only light came from the glutted moon."
7596,0.4175,0.4175,0.4175,"Allan filled page after page, the words escaping from his mind onto the paper."
7597,0.5,0.4575,0.5,"Where before they had marched in regiments, practiced in ranks and followed their leaders' commands, the words now escaped in their true forms, unhindered by any stricture."
7598,0.5,0.375,0.5625,"He continued long into the night, until the eldritch orb had sunk into the waiting hands of the willow, raised perpetually skyward."
7599,0.5,0.4375,0.5625,Arthur looked up from the results of a night’s frenzied labors and looked Allan in the eye.
7600,0.5,0.5,0.5625,"""What is this?"""
7601,0.55,0.5,0.44999999999999996,"he queried, indicating the pages he held in his left hand."
7602,0.4,0.5,0.5,"""I decided that… since I wasn't having much success with more – traditional – stories, I might see what sort of work I produced if I let my imagination go freely,"" Allan replied, somewhat less self-assured than he had been the previous night."
7603,0.55,0.55,0.5,"Although the concept was a simple one, Allan thought it had potential."
7604,0.5,0.55,0.5,"""What in G-d's name could have possessed you to do such a thing,"""
7605,0.35,0.8500000000000001,0.65,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice."
7606,0.44999999999999996,0.5,0.44999999999999996,"""After all I said the day before, why have you abandoned centuries of literary progress for some self-indulgent fantasy?"""
7607,0.5,0.44999999999999996,0.5,"He shook the papers at Allan, raising them like a belt above the head of a disobedient son."
7608,0.25,0.7,0.7,"""This is nothing but a glorified Grimm's tale, a miscarried child of Stoker, a creation less fit to be published than to be told around an open fire at the hovel of some peasant!"""
7609,0.35,0.65,0.4,He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.
7610,0.65,0.5,0.5,"Besides, the public liked a good, simple romance."
7611,0.5,0.55,0.5,"""Do you hate the modern system of literature?"
7612,0.44999999999999996,0.5,0.5,Do you personally despise the works the Enlightenment or the progress made since Shakespeare?
7613,0.5,0.5,0.5,"?"""
7614,0.5,0.3325,0.5,"For a moment, Allan could hardly do more than shake his head."
7615,0.44999999999999996,0.6,0.44999999999999996,"""No, of course not… I– """
7616,0.375,0.5425,0.375,"""Then why,"""
7617,0.2925,0.5425,0.5425,"""Then why,"" Arthur barreled on, ""do you disregard them all and return to this superstitious babble, this morbid, paganistic drivel?"
7618,0.25,0.625,0.625,"""do you disregard them all and return to this superstitious babble, this morbid, paganistic drivel?"
7619,0.4,0.6,0.55,"Why do you disregard my warnings, my careful advice given in the best of friendship and designed only to save you from sinking into this very type of corruption, this literary debauchery?"""
7620,0.6,0.55,0.5,"Perhaps this will be more saleable, he thought and began to write."
7621,0.4175,0.5825,0.5825,"He glared at Allan, eyes impaling him and demanding a response."
7622,0.5,0.5,0.44999999999999996,"""Could you write decent tales with that willow at your window?"""
7623,0.4175,0.5,0.5,"Allan cried out at last, stepping forward and casting his arms open, confronting Arthur with this demanding, pleading interrogation."
7624,0.4,0.5,0.4,"""Its twigs rap constantly against the wall, the wind always demanding my attention."
7625,0.5,0.55,0.4,"How could any writer accommodate the edicts of popular literature with the very forces of nature knocking upon his door?"""
7626,0.5,0.5,0.55,"Arthur looked down his nose at the distraught author, viewing his complaint with pure disdain scantily concealed by the veneer of politeness that animated the construct that was Arthur Mason."
7627,0.5,0.55,0.55,"A tree forced you to write this, my dear Mr. Clemm?"
7628,0.5,0.55,0.6,"I must admit, this seems far-fetched, even by your standards – even your Nathan might have difficulty believing you."""
7629,0.65,0.7,0.6,"They gazed at each other, lost in the rapture of love based so deeply within their hearts that they had never seen it before."
7630,0.5,0.55,0.6,"""You don't know what this is like,"""
7631,0.30000000000000004,0.6,0.55,"""You don't know what this is like,"" said Allan, shaking his head."
7632,0.6675,0.5,0.5,"""Nathan would understand completely."""
7633,0.44999999999999996,0.44999999999999996,0.44999999999999996,"Even as he said it, Allan prayed that his statement was true."
7634,0.5,0.44999999999999996,0.5,"""Very well,"""
7635,0.44999999999999996,0.55,0.44999999999999996,"""Very well,"" said Arthur; ""then take your story to that hedonist and let him defend you when no civilized publisher will approach you."
7636,0.4175,0.5825,0.5825,"""then take your story to that hedonist and let him defend you when no civilized publisher will approach you."
7637,0.30000000000000004,0.6,0.44999999999999996,"If you insist on abandoning me, I shall not hold you."""
7638,0.30000000000000004,0.65,0.5,"With that, he tossed the papers at Allan and left the room."
7639,0.4,0.55,0.44999999999999996,"Stunned, Allan slowly gathered up the pages and placed them in order."
7640,0.5,0.55,0.55,"He then turned and left through the door opposite that Arthur had taken, making his way past his host's doorman without assistance and setting off on foot towards Nathan's residence, several miles away."
7641,0.5,0.5,0.5,"Nathan read the package of words in silence, his only motions the steady progress of his eyes and occasional replacement of pages."
7642,0.5,0.5825,0.5,"Allan sat nervously across from him in a chair Nathan had probably upholstered himself, a patchwork design of fabric containing easily more stuffing than any other furniture item of the period."
7643,0.5,0.5,0.5,"Opening a side drawer, he took out a piece of paper and his inkpot."
7644,0.5,0.5,0.5,"At long last, Nathan reached the end and set down his reading on the table between them."
7645,0.4175,0.5825,0.5,Allan leaned forward unconsciously.
7646,0.5,0.5,0.5,"""What about Roger?"""
7647,0.55,0.44999999999999996,0.44999999999999996,"Allan exhaled and leaned back into the chair, his face relaxing in imitation of his thoughts."
7648,0.44999999999999996,0.5,0.7,"""So,"" he asked, ""you don't think it's a waste of ink and paper, a futile expedition into morbidity or literary debauchery?"""
7649,0.5,0.5,0.5,"she asked, knowing that the answer no longer mattered."
7650,0.30000000000000004,0.55,0.55,"""you don't think it's a waste of ink and paper, a futile expedition into morbidity or literary debauchery?"""
7651,0.25,0.625,0.4375,"""Heavens, no,"""
7652,0.2,0.75,0.65,"""Heavens, no,"" said Nathan, aghast."
7653,0.7,0.6,0.55,"""This is one of the strongest works I've read in ages."
7654,0.625,0.625,0.6875,"Oh, they may rail against you at first; they may decry you as a heathen or a literary savage; but while those in power say such things, others will read your tales and see their true worth."
7655,0.55,0.55,0.6,"Believe me when I say that you will be read a century from now."""
7656,0.44999999999999996,0.6,0.6,"Allan, though dubious as to that possibility, felt some temptation from the compliment; mainly, it granted him the encouragement he still needed."
7657,0.5,0.5,0.5,"He felt now that perhaps Nathan was right; although the man was somewhat peculiar, he had both an unimpeachable honesty and a certain propensity for insight."
7658,0.5,0.5,0.75,"Certainly, it was undeniable that the stories had an originality to them."
7659,0.625,0.5625,0.5,"His mind's strangest fruit had ripened at last, and he found the taste less bitter than expected."
7660,0.5,0.30000000000000004,0.55,These thoughts and others like them filled his head as he walked the long road home.
7661,0.625,0.625,0.375,"It was evening, and the sky burned orange in the west when he neared home at last."
7662,0.6,0.55,0.5,"Passionate, fiery colors filled the western sky before him, though the sun itself had reached the trees and a few dark clouds circled overhead."
7663,0.8,0.55,0.6,"I'm almost done, and the happy ending is just falling into place."
7664,0.4175,0.5825,0.5,"As Allan drew closer, he distinguished a new cloud, a pillar rising directly ahead; a road of smoke ascended in the west, its source hidden by the very hillock that concealed his house from the traveler until one had nearly reached its door."
7665,0.5,0.4,0.55,"Allan's thoughts fled as one, scattering on the breeze that scattered the warning plume."
7666,0.5,0.5,0.5,"He ran the last distance, crested the hill puffing to reveal Arthur below, walking to the carriage parked before Allan's house as two laborers wrapped a great saw in oilcloths and loaded it onto the vehicle's roof."
7667,0.3325,0.5,0.5825,"Arthur paused in the door, looking up at Allan for a moment; then he turned and shut the door behind him."
7668,0.55,0.44999999999999996,0.55,"I hardly dare to think it, but – I may finish this story!"
7669,0.44999999999999996,0.5,0.55,The driver snapped the reins and set the horses on.
7670,0.5,0.55,0.5,"As they trotted forth, Allan's eyes remained trapped by the carriage, following it up the hillock and past himself."
7671,0.5,0.5,0.5,The heavy curtains had been drawn across its windows.
7672,0.5,0.55,0.55,"He watched as the carriage drew still more distant, the horses' hooves still kicking up dust along the roadway."
7673,0.5,0.5,0.5,"When they had gone, he remained, stunned, until the scent of woodsmoke recalled him to himself."
7674,0.44999999999999996,0.6,0.44999999999999996,He turned to regard the pillar still rising behind his house and ran to see what had been done.
7675,0.4375,0.625,0.5,"A mass of flaming wood stood before him, heat singeing him and sparks flying too close to his house."
7676,0.5,0.4,0.44999999999999996,"As he thought this, a sinuous wind encircled the house, slipping through the walls to chill him."
7677,0.44999999999999996,0.44999999999999996,0.5,"It was a moment before he realized what else had changed: near the wall, beneath his window, was a stump with black and ancient bark."
7678,0.44999999999999996,0.55,0.6,"In a thoughtless panic, Allan flew to the stream that ran by his house and began frantically throwing handfuls of water onto the pyre."
7679,0.5,0.6675,0.5825,"His thoughts were not of the act's futility, nor even of the nights spent tormented by the twisted thing; instead, all that filled his mind was the tree's constant presence in his life, growing with him and beside him, its persistent reminders that he had higher, truer things to write, the simple beauty of the great black tree for its own sake."
7680,0.4,0.55,0.5,"His handfuls could do nothing to quench the hewn, burning logs, but when the night sky grew dark above him and the fire dwindled to black ashes, tears threatened to spill forth and extinguish the final embers."
7681,0.4575,0.375,0.5,But he did not weep.
7682,0.55,0.55,0.55,"Instead, he bethought himself of the loss of the tree; considered also Arthur's motivation and whether some good might not come of this, after all."
7683,0.5,0.55,0.44999999999999996,The papers and the lantern's flame trembled as the thin fingers of a great black willow rapped gently on Allan's window and wall like a stranger knocking on his chamber door.
7684,0.4,0.55,0.55,"Leaving the circle of ashes, he stood and turned towards the woods, in which it was his habit to walk when in a pensive mood."
7685,0.5,0.4,0.55,"He stepped slowly beneath the branches, a gust of wind stirring up the ashes behind him in a great, swirling eddy, a burning brand that rose up and dispersed on the winds as though it were the willow's last breath."
7686,0.4175,0.5,0.5,"Allan wandered beneath the trees for a time, thoughts drifting through his mind like great banks of fog, strangely beautiful but impossible to penetrate."
7687,0.5,0.5,0.5,"He considered Arthur's intervention; considered that it might be better to accept the fog and continue as his lifelong friend had suggested, to write stories that others would read; for after all, what purpose writing if not to be read?"
7688,0.5,0.5,0.5,"Indeed, if he still could not, he could at any time follow Arthur's advice and seek a profession more grounded in reality."
7689,0.5,0.55,0.5,Perhaps that would be more healthy for his mind.
7690,0.5,0.4175,0.5825,"He found himself along the bank of a low, wide stream and allowed himself to follow its current."
7691,0.5,0.625,0.625,"As it turned to the deeper woods, elder giants rose above him: a beech, smooth bark a gray-green pennant hoisted on a slope and standing out between the dark, cracked trunks of the nearer trees; great pines, a few magnificent specimens still bearing the three-stroke symbol of the British King; a towering black birch, leaves impossibly high above him."
7692,0.5,0.4175,0.5425,"As the stream wound its way through the largest pines, grown so great as to eclipse that feature of the landscape they had once crowded about for sweet water as saplings, Allan continued, slowing his pace to climb across the toes of the slumbering giants."
7693,0.4,0.44999999999999996,0.44999999999999996,There was hardly enough room for his slim frame between the trunks that overshadowed any fleeting mortal trespass.
7694,0.5,0.44999999999999996,0.5,"Emerging from between the antediluvian trunks, Allan set his feet softly down onto the carpet of needles and stopped."
7695,0.55,0.55,0.55,"Before him, roots imbibing the sweet water of the stream, grew a stand of black willows."
7696,0.5,0.55,0.55,"Fallen trunks lay rotting across the rivulet; the living elders oversaw the grove while younger trees, still small and not yet as knotted and gnarled as their forefathers, sprang up where branches reached the ground."
