Deal ID,Companies,Company ID,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO (at time of deal),CEO PBId,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Add-on,Debts,Total New Debt,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded,Company Website
168342-49T,Hugging Face,168527-08,"Developer of a chatbot application and natural language processing (NLP) technologies designed to facilitate AI-powered communication. The company's platform analyzes the user's tone and word usage to decide what current affairs it may chat about or what GIFs to send, enabling users to chat based on emotions through an engaging medium.",Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","Artificial Intelligence & Machine Learning, Big Data, EdTech, Mobile, TMT","artificial intelligence agent, artificial intelligence technology, chatting platform, machine learning platform, messaging application, messaging platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Clément Delangue,102349-45P,5,168342-49T,,11-Mar-2021,33.16,Actual,331.62,364.79,Actual,9.09 %,55.49,4th Round,Up Round,121.82,Series B,Later Stage VC,Series B,,Venture Capital,33.16,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,15,10,5,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,11201,United States,2016,www.huggingface.co
171957-43T,Airkit,290588-23,"Operator of a low-code digital engagement platform intended to help companies to build experiences that people love. The company's platform helps sales, service, and operations teams to build customer relations, also provides a schedule callback or even an appointment at a future date, accept payments via multiple platforms, and use a device's built-in GPS to deliver location-aware workflows for deliveries and repair appointments, enabling businesses to provide customer satisfaction, drive revenue and boost contact center productivity and consumers to brand lower service costs and drive more revenue with digital self-service",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS","automation platform, customer experience improvement, customer experience software, digital engagement platform, engagement platform, engagement platform software",Venture Capital-Backed,Generating Revenue,Venture Capital,Stephen Ehikian,210821-14P,4,171957-43T,11-May-2021,11-May-2021,33.21,Actual,232.49,265.70,Actual,12.50 %,58.68,3rd Round,Up Round,2.33,Series B,Early Stage VC,Series B,,Venture Capital,33.21,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,2,3,US Dollars (USD),"Redwood City, CA",Americas,North America,Redwood City,California,94063,United States,2017,www.airkit.com
185049-01T,Motiv Power Systems,64439-56,"Developer of power electronics and software intended to electrify medium-duty commercial trucks and buses. The company's technology is CARB-certified and uses high-volume commercial-scale batteries through OEM partnerships and is available for many configurations including step vans, trolleys and other specialty vehicles, enabling businesses with a pathway to electrification from fossil fuels.",Business Products and Services (B2B),Commercial Transportation,Road,"Automotive, Business/Productivity Software, Road*","CleanTech, Industrials, Manufacturing, Mobility Tech, Supply Chain Tech","chassis fleet, chassis parts, chassis truck, commercial vehicle, commercial vehicle manufacturing, commercial vehicle systems, control system, electric drive vehicle, electric powertrain, electric vehicle, electric vehicle manufacturer, electric vehicle product, electric vehicle software, energy transition, energy transition solutions, mobility tech",Venture Capital-Backed,Generating Revenue,"Debt Financed, Private Equity, Venture Capital",Matt O'Leary,184177-72P,10,185049-01T,,01-Jul-2021,33.24,Actual,315.81,349.05,Actual,10.72 %,128.42,3rd Round,Up Round,2.64,Series C,Later Stage VC,Series C,,Venture Capital,33.24,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,1,1,US Dollars (USD),"Foster City, CA",Americas,North America,Foster City,California,94404,United States,2009,www.motivps.com
175778-29T,Superconductive,399652-57,"Operator of an open-source framework intended to make it easier to test data pipelines, and therefore increase data quality. The company develops a data integration open-source library which utilizes machine learning algorithms to validate, document, and profile the data for eliminating pipeline debt, enabling clients to maintain their data quality and improve their communication about data between teams.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software, Media and Information Services (B2B)","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","data observability, data profiling, data quality, data quality assurance, data quality monitoring, data testing, open-sourced developer",Venture Capital-Backed,Generating Revenue,Venture Capital,Abe Gong,220611-43P,3,175778-29T,,01-Jul-2021,33.24,Actual,270.10,303.34,Actual,10.96 %,54.22,3rd Round,Up Round,14.43,Series B,Early Stage VC,Series B,,Venture Capital,33.24,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,2,3,US Dollars (USD),"Cottonwood Heights, UT",Americas,North America,Cottonwood Heights,Utah,84047,United States,2017,www.superconductive.com
179508-61T,Sayari,155866-60,"Developer of a commercial intelligence platform designed to navigate the complexity of global corporate ownership and commercial relationships. The company's platform helps financial institutions and multinationals to mitigate risk and comply with know your customer (KYC), anti-money laundering (AML), sanctions, beneficial ownership, anti-bribery and corruption regulations, providing financial institutions a complete picture of customers, vendors, counterparties, their key personnel, hierarchies, subsidiaries, and related parties, all while maintaining provenance back to official documents from their countries of origin.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Financial Software, Media and Information Services (B2B), Other Financial Services","Big Data, Cybersecurity, FinTech, SaaS, TMT","anti-money laundering software, beneficial ownership services, business intelligence, counterparty risk management, kyc tech, supply chain risk management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Farley Mesko,131577-76P,5,179508-61T,31-Aug-2021,01-Sep-2021,33.30,Actual,102.01,135.31,Actual,24.61 %,48.64,4th Round,Up Round,5.29,Series C,Later Stage VC,Series C,,Venture Capital,33.30,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,2,4,US Dollars (USD),"Washington, DC",Americas,North America,Washington,District of Columbia,20001,United States,2015,www.sayari.com
171716-59T,Huntress Labs,163127-26,"Provider of managed detection and response services intended for IT service providers and value-added resellers. The company uses a combination of automated detection and human-powered threat hunting to find and stop hidden threats that sneak past preventive security tools, thereby enabling IT resellers to protect their customers from persistent footholds, ransomware, and other attacks.",Information Technology,IT Services,IT Consulting and Outsourcing,"IT Consulting and Outsourcing*, Media and Information Services (B2B), Network Management Software","Cybersecurity, SaaS, TMT","advances threat detection, antivirus software, cyber threat detection, cybersecurity intelligence, malware detection technology, managed detection and response services",Venture Capital-Backed,Generating Revenue,Venture Capital,Kyle Hanslovan,141017-41P,4,171716-59T,,06-May-2021,33.33,Actual,166.64,199.96,Actual,16.67 %,49.79,2nd Round,Up Round,7.98,Series B,Later Stage VC,Series B,,Venture Capital,33.33,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,100,3,1,2,US Dollars (USD),"Ellicott City, MD",Americas,North America,Ellicott City,Maryland,21043,United States,2015,www.huntress.com
171645-76T,Timescale,115367-41,"Developer of an open-source time-series SQL database designed to solve scale and complex queries. The company's database integrates directly into the query planner and execution engine and performs a number of low-level distributed query optimizations to improve performance, enabling customers to organize, store, analyze and make sense of time-series and machine data.",Information Technology,Software,Database Software,"Database Software*, Software Development Applications","SaaS, TMT","database software service, iot-based device, open source software, queries optimization, sql tools, structured queries language, time-series database",Venture Capital-Backed,Generating Revenue,Venture Capital,Ajay Kulkarni,101287-18P,5,171645-76T,,05-May-2021,33.35,Actual,312.61,345.96,Actual,9.64 %,60.04,4th Round,Up Round,11.47,Series B,Later Stage VC,Series B,,Venture Capital,33.35,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,1,5,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10017,United States,2015,www.timescale.com
169105-69T,Bevy (Business/Productivity Software),229907-44,"Developer of an online enterprise platform built to handle event creation and management services. The company's platform uses digital tools to help companies track their virtual conferences and community events and impact through services like sponsorship management and analytical tracking, enabling clients to manage and scale their user groups and event communities.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)",Big Data,"community growth engine, community growth platform, community growth system, digital tools, enterprise platform, online enterprise platform, sponsorship management, sponsorship management services, virtual conference, virtual event",Venture Capital-Backed,Generating Revenue,Venture Capital,Derek Andersen,136825-75P,3,169105-69T,,24-Mar-2021,33.38,Actual,237.81,271.19,Actual,12.31 %,52.65,3rd Round,Up Round,11.69,Series C,Later Stage VC,Series C,,Venture Capital,33.38,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,100,7,4,3,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94306,United States,2017,www.bevy.com
169238-35T,Greenwood,442347-85,"Developer of a mobile banking platform designed to provide financial assistance to Black and Latinx people and business owners. The company's services offer saving account, peer to peer transfer, mobile deposit, community reinvestment, global ATM network and two days early pay, providing Black and Latinx people and business owners with digital banking services.",Financial Services,Commercial Banks,Other Commercial Banks,"Financial Software, National Banks, Other Commercial Banks*, Other Financial Services","FinTech, Mobile, Mobile Commerce","banking application software, banking application system, financial services, financing platform, online banking, online banking service",Venture Capital-Backed,Generating Revenue,Venture Capital,Ryan Glover,242939-53P,2,169238-35T,,25-Mar-2021,33.41,Actual,,,,,35.96,2nd Round,,,Series A,Early Stage VC,Series A,,Venture Capital,33.41,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,16,15,1,US Dollars (USD),"Atlanta, GA",Americas,North America,Atlanta,Georgia,,United States,2020,www.bankgreenwood.com
171700-57T,StyleSeat,54038-44,"Operator of a beauty appointment booking platform intended to discover and book beauty services. The company's platform is a marketplace for beauty services and inspiration, allowing anyone to search, book, and pay for personalized beauty experiences seamlessly, enabling consumers to manifest and manage their personal style with ease by connecting them.",Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),"Application Software, Information Services (B2C), Other Services (B2C Non-Financial)*","Beauty, Mobile","appointment booking platform, beauty appointments booking, beauty booking platform, beauty trends, professional services software, stylist discovery, stylist finder",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Melody McCloskey,40509-28P,5,171700-57T,,25-Mar-2021,33.41,Actual,154.52,173.29,Actual,11.51 %,68.47,4th Round,Up Round,3.57,Series C,Later Stage VC,Series C,,Venture Capital,18.77,No,"Other - €14,64M",14.64,14.64,,Completed,Generating Revenue,Venture Capital-Backed,,23,22,1,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104-5401,United States,2011,www.styleseat.com
174471-85T,Novo (Financial Software),184747-15,"Developer of a digital banking platform intended to empower customers with their financial data and provide the most compelling banking experience. The company's platform uses artificial intelligence technology with traditional depository accounts to offer a personalized banking experience powered by a network of FDIC-insured community banks, enabling small business owners, freelancers, and entrepreneurs to manage their business finances all in one place, checking accounts in minutes, securely and easily with no minimum balance requirements.",Information Technology,Software,Financial Software,"Financial Software*, Other Commercial Banks, Specialized Finance","Artificial Intelligence & Machine Learning, Big Data, FinTech, TMT","accounts payable management, banking insights, depository bank, digital banking services, personalized banking, small business banking, small business checking account, smb banking",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Michael Rangel,168858-82P,5,174471-85T,21-May-2021,16-Jun-2021,33.43,Actual,57.49,90.92,Actual,44.16 %,39.31,2nd Round,Up Round,4.33,Series A,Later Stage VC,Series A,,Venture Capital,33.43,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,60,5,2,3,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10010,United States,2016,www.novo.co
180122-59T,Glean (Database Software),438274-72,"Developer of search engine focused on helping find any piece of data through a tool in any company. The company's software is integrated with multiple platforms to find exact data points and provides relevant search results, thereby enabling employees in companies to find required data points based on the keywords.",Information Technology,Software,Database Software,"Business/Productivity Software, Database Software*, Media and Information Services (B2B)",,"business efficiency, keyword search, relevant search results, search app, search engine, search engine optimizer",Venture Capital-Backed,Generating Revenue,Venture Capital,Arvind Jain,238661-29P,2,180122-59T,,01-May-2021,33.44,Actual,217.39,250.83,Actual,13.33 %,47.53,2nd Round,Up Round,12.90,Series B,Early Stage VC,Series B,,Venture Capital,33.44,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,50,3,2,1,US Dollars (USD),"Menlo Park, CA",Americas,North America,Menlo Park,California,,United States,2019,www.glean.com
169543-54T,Cleo,171172-72,"Developer of a family benefits platform designed to build trust and connection with families and guide them on their journeys through life as parents. The company's platform pairs intelligent personalization technology with a global network of certified care practitioners to guide parents on their journey from considering, to pregnancy, to parenthood and back to work again, enabling working parents to navigate the complexities of parenthood, from fertility all the way through childhood.",Consumer Products and Services (B2C),Media,Information Services (B2C),"Application Software, Information Services (B2C)*, Other Healthcare Services","HealthTech, TMT","digital health assistant, family benefits, family benefits platform, parenthood guide, parents guide, pregnancy care",Venture Capital-Backed,Generating Revenue,Venture Capital,Sarahjane Sacchetti,117519-13P,4,169543-54T,,30-Mar-2021,33.56,Actual,151.04,184.60,Actual,18.18 %,70.92,4th Round,Up Round,5.77,Series C,Later Stage VC,Series C,,Venture Capital,33.56,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,8,5,3,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2016,www.hicleo.com
183149-83T,SaaS Labs US,460288-54,"Developer of a cloud-based phone system designed to make and receive phone calls from computer, web browser, or desktop anytime and anywhere. The company's system helps to get virtual phone numbers in various countries, start making or receiving calls or texts in less than a minute, set up a call center using phone devices by tracking calls, and listen to call recordings, enabling salespeople to increase their work productivity.",Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*","Marketing Tech, SaaS","call center, calling app, data collector, marketing platform, phone system, sales agent, sales calling platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Gaurav Sharma,118663-48P,1,183149-83T,,10-Mar-2021,33.56,Actual,207.19,240.76,Actual,13.94 %,33.56,1st Round,,17.38,Series B,Later Stage VC,Series B,,Venture Capital,33.56,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2016,saaslabs.co
170356-06T,Slice (Business/Productivity Software),94402-00,"Provider of an online pizza ordering platform created to connect people with authentic local pizzerias nationwide. The company's platform empowers local pizzerias with technology, data, and marketing to grow their business and compete with big chains, enabling small businesses to thrive against major corporate chains and form a large marketplace for authentic pizza.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Information Services (B2C), Media and Information Services (B2B)","FoodTech, Mobile, Mobility Tech, Restaurant Technology, Supply Chain Tech","authentic local pizza, authentic pizza delivery, favorite local pizzeria, local pizza places, mobility tech, pizza ordering platform, supply chain tech",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Ilir Sela,104837-59P,8,170356-06T,,31-Mar-2021,33.60,Actual,856.75,890.35,Actual,3.77 %,113.90,7th Round,Up Round,104.64,Series D,Later Stage VC,Series D,,Venture Capital,33.60,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,1,4,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10010,United States,2009,www.slicelife.com
176457-52T,Cardless,314961-85,"Developer of a credit card application designed to connect customers and brands on one platform. The company's application assists users to track purchases, making payments, and selecting rewards while permitting brands to reward loyal customers and fans with reward points in the form of experiences, merchandise, and exclusive offers, thereby enabling clients to manage their financial accounts with clarity and easily.",Financial Services,Other Financial Services,Other Financial Services,"Consumer Finance, Financial Software, Other Financial Services*","FinTech, Mobile","cardless rewards, financial platform, financial services, financial tool developer, futures credit, shopping card",Venture Capital-Backed,Generating Revenue,Venture Capital,Scott Kazmierowicz,212018-68P,4,176457-52T,,14-Jul-2021,33.62,Actual,231.13,264.75,Actual,13.03 %,42.27,3rd Round,Up Round,14.09,Series B,Early Stage VC,Series B,,Venture Capital,33.62,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,2,2,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2019,www.cardless.com
176433-67T,LinkSquares,154920-16,"Developer of a legal document analytics platform designed to identify key data and liabilities in contracts. The company's platform offers full-text search and metadata extraction, automatic classification, custom reporting, and secure contract storage, enabling clients to reduce time and money spent on manual contract management through automated data extraction, naming, and organization.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Legal Services (B2B)","Artificial Intelligence & Machine Learning, Big Data, Legal Tech","artificial intelligence analytics, contract analysis, contract management automation, contract management platform, contract management tool, document analytics platform, document editing tool, legal documentation",Venture Capital-Backed,Generating Revenue,Venture Capital,Vishal Sunak,130237-84P,8,176433-67T,02-Jun-2021,14-Jul-2021,33.62,Actual,142.88,176.50,Actual,19.05 %,54.82,5th Round,Up Round,3.55,Series B,Later Stage VC,Series B,,Venture Capital,33.62,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,10,7,3,US Dollars (USD),"Boston, MA",Americas,North America,Boston,Massachusetts,2109,United States,2015,www.linksquares.com
136537-57T,Loansnap,226031-41,"Operator of an online mortgage platform intended to help consumers get out of debt when purchasing or refinancing a mortgage The company's platform uses artificial intelligence to analyze a person's finances and shows simple ways to benefit from a smarter loan now and into the future, enabling users to save money, time and feel confident that their smart loan will safeguard their financial needs.",Financial Services,Other Financial Services,Specialized Finance,"Consumer Finance, Financial Software, Other Financial Services, Specialized Finance*","FinTech, Mortgage Tech, Real Estate Technology","mortgage application, mortgage service, mortgage technology, refinancing, refinancing service, smart loans",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Karl Jacob,180309-34P,5,136537-57T,14-May-2020,01-Apr-2021,33.63,Actual,134.51,134.51,Actual,,46.43,3rd Round,Up Round,2.59,Series A1,Early Stage VC,Series A1,,Venture Capital,20.43,No,"Other - €13,20M",13.20,13.20,,Completed,Generating Revenue,Venture Capital-Backed,,15,8,7,US Dollars (USD),"Costa Mesa, CA",Americas,North America,Costa Mesa,California,92626,United States,2017,www.goloansnap.com
176558-50T,Teikametrics,88877-89,"Developer of marketplace optimization platform designed to help optimize and grow eCommerce business. The company's software uses artificial intelligence to provide a competitive advantage by dynamically optimizing pricing, operations, and inventory performance, and provides a view of trends and suggests, enabling sellers to streamline operations and improve their profitability.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","Artificial Intelligence & Machine Learning, Big Data, E-Commerce, SaaS, TMT","ecommerce optimization, inventory optimization platform, marketplace optimization platform, retail optimization, retail optimization platform, retail optimization software, retail optimization tool",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Alasdair McLean-Foreman,127224-37P,3,176558-50T,,15-Jul-2021,33.65,Actual,168.23,201.88,Actual,22.45 %,42.32,2nd Round,Up Round,112.13,Series B,Later Stage VC,Series B,,Venture Capital,33.65,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,10,8,2,US Dollars (USD),"Boston, MA",Americas,North America,Boston,Massachusetts,2210,United States,2015,www.teikametrics.com
169712-65T,Qualia,126020-26,"Developer of a real estate transaction management platform designed to simplify the real estate closing process. The company's portal brings together title and escrow production, document preparation and storage, communication, and repeatable workflows in a single secure shared platform, enabling lenders, real estate agents, businesses, and service providers to improve the closing experience and make the process transparent.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Financial Software, Media and Information Services (B2B)","Real Estate Technology, SaaS, TMT","mortgage closing process, mortgage closing service, real estate closing, real estate closing services, real estate platform, real estate settlement, settlement platform, title closing software, transaction management software",Venture Capital-Backed,Generating Revenue,Venture Capital,Nathan Baker,119099-62P,5,169712-65T,19-Mar-2021,02-Apr-2021,33.66,Actual,"2,061.50","2,095.16",Actual,1.61 %,171.78,5th Round,Up Round,15.16,Series D1,Later Stage VC,Series D1,,Venture Capital,33.66,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2015,www.qualia.com
170856-82T,Talos,442142-02,"Developer of a crypto trading platform designed to support clients through the full trading lifecycle, from price discovery through to clearing and settlement. The company's platform offers spot, futures and FX markets solutions using institutional-grade technology infrastructure, enabling clients to seamlessly stream both real-time and RFQ prices, provide portfolio accounting tools and facilitate settlement with the market.",Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services",FinTech,"crypto settlement, crypto technology, derivative trading, digital asset market, digital asset trading, trading solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,Anton Katz,242399-17P,2,170856-82T,,02-Apr-2021,33.66,Actual,,,,,33.66,2nd Round,,,Series A,Early Stage VC,Series A,,Venture Capital,33.66,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,12,8,4,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,,United States,2018,www.talos.com
170813-53T,AppOmni,266543-29,"Developer of a data security platform intended to help companies scan, secure, and monitor their SaaS applications. The company's platform uses a scanning technology that identifies cloud API data leaks and other security exposures and delivers continuous monitoring of SaaS applications, enabling businesses to identify and prevent data exposure, manage data leaks and receive timely warnings and insights to reduce time to remediation.",Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","Cybersecurity, SaaS","access control, access management, cloud scanning, cloud security, data breach protection, data breach response, data breach security, data protection, saas scanning, saas security",Venture Capital-Backed,Generating Revenue,Venture Capital,Brendan O'Connor,203279-86P,3,170813-53T,,21-Apr-2021,33.70,Actual,134.81,168.52,Actual,21.89 %,45.35,3rd Round,Up Round,6.60,Series B1,Early Stage VC,Series B1,,Venture Capital,33.70,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,7,3,4,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2018,www.appomni.com
170687-98T,MANTL,168593-59,"Developer of cloud-based enterprise software intended to give banks and credit unions the flexibility to innovate using modern technology, while owning their brand throughout the entire customer lifecycle. The company's software offers direct integration with legacy core banking software, account opening modernization and back-office streamlining by having all data in one place, enabling banks and credit unions to grow their deposits and convert new customers.",Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*","FinTech, Mobile, SaaS, TMT","bank software, banking and financial services, banking as a service platform, banking software product, customer acquisition software, financial platform, financial software, financial software and services, financial technology, online account opening, online banking software, personal financial assistant",Venture Capital-Backed,Generating Revenue,Venture Capital,Nathaniel Harley,104701-24P,4,170687-98T,30-Mar-2021,20-Apr-2021,33.72,Actual,231.81,265.52,Actual,12.70 %,52.33,3rd Round,Up Round,16.18,Series B,Later Stage VC,Series B,,Venture Capital,33.72,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,7,4,3,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10016,United States,2016,www.mantl.com
170440-21T,Xwing,227234-80,"Developer of an autonomous flight technology designed to build advanced flights. The company's technology helps to develop and integrate technologies for rotorcraft, fixed-wing airplanes, the newly emerging electric vertical, and takeoff and landing (eVTOL) aircraft for each of these capabilities, enabling users to build flights with advanced features.",Business Products and Services (B2B),Commercial Products,Aerospace and Defense,"Aerospace and Defense*, Business/Productivity Software","Mobility Tech, Robotics and Drones","autonomous aircraft technology, autonomous aviation technology, autonomous flight operations, autonomous transportation, path planning, sensor fusion",Venture Capital-Backed,Generating Revenue,Venture Capital,Marc Piette,52873-03P,4,170440-21T,,15-Apr-2021,33.74,Actual,303.66,337.40,Actual,10.00 %,48.87,3rd Round,Up Round,19.30,Series B,Later Stage VC,Series B,,Venture Capital,33.74,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,8,4,4,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94102,United States,2016,www.xwing.com
183687-22T,Doorvest,437037-58,"Operator of a real estate investing platform intended to democratize the path to financial independence. The company's platform assists in investing in cash-flowing rental homes by properly identifying, planning, purchasing, and owning lease houses, thereby enabling users to unlock homeownership, passive income, and equity by investing in properties online.",Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services, Real Estate Services (B2C)","FinTech, Real Estate Technology","financial security, home rental, investment management technology, leasing house, property investment, real estate investing, rental property",Venture Capital-Backed,Generating Revenue,Venture Capital,Andrew Luong,235229-77P,4,183687-22T,,18-Nov-2021,33.78,Actual,40.71,52.83,Actual,24.22 %,36.77,3rd Round,Up Round,1.86,Series A,Later Stage VC,Series A,,Venture Capital,12.12,No,"Other - €21,65M",21.65,21.65,,Completed,Generating Revenue,Venture Capital-Backed,32,9,5,4,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2014,www.doorvest.com
177752-35T,Third Wave Automation,230740-75,"Developer of an autonomous forklift technology intended for supply chain and logistics industries. The company's technology combines deep learning research with modern robotics and software practices to bring autonomy and immediately improves warehouse throughput and efficiency, enabling robust vehicle navigation and infrastructure-free pallet handling that adapts to changing floor configurations and warehouse demand as well as to make forklift operations safer, smarter, and more efficient.",Business Products and Services (B2B),Commercial Products,Machinery (B2B),"Business/Productivity Software, Electronic Equipment and Instruments, Logistics, Machinery (B2B)*","Artificial Intelligence & Machine Learning, Robotics and Drones, Supply Chain Tech","autonomous forklift technology, cloud robotics, forklift operations, material handling automation, robots learning research, supply chain tech",Venture Capital-Backed,Generating Revenue,Venture Capital,Arshan Poursohi,192442-42P,3,177752-35T,,04-Aug-2021,33.82,Actual,80.33,114.15,Actual,29.63 %,50.61,3rd Round,Up Round,2.78,Series B,Early Stage VC,Series B,,Venture Capital,33.82,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,1,3,US Dollars (USD),"Union City, CA",Americas,North America,Union City,California,94587,United States,2018,www.thirdwave.ai
166884-04T,Metropolis Technologies,268287-40,"Operator of a computer vision-based operating system intended to modernize parking and facilitate the future of mobility. The company's system improves revenue generation, and reduces operating expenses, enabling real estate partners to optimize net operating income and asset owners with modern parking amenities, multi-modal mobility options to tenants, and building visitors.",Information Technology,Software,Business/Productivity Software,"Application Software, Automotive, Business/Productivity Software*","Artificial Intelligence & Machine Learning, Mobile, Mobility Tech, Real Estate Technology","computer vision systems, data analytics, mobility services, operating fund, parking facility, real estate infrastructure, revenue generation services",Venture Capital-Backed,Generating Revenue,Venture Capital,Alex Israel,206553-34P,2,166884-04T,20-Jan-2020,16-Feb-2021,33.88,Actual,99.17,127.26,Actual,22.08 %,51.65,2nd Round,Up Round,6.16,Series A,Early Stage VC,Series A,,Venture Capital,28.10,No,"Bridge - €5,78M",5.78,5.78,,Completed,Generating Revenue,Venture Capital-Backed,52,8,6,2,US Dollars (USD),"Los Angeles, CA",Americas,North America,Los Angeles,California,90291,United States,2017,www.metropolis.io
180516-88T,Ethernovia,339862-33,"Developer of an ethernet system designed to process the bandwidth demands of future integration at multiple levels. The company's system features autonomous expansions, bandwidth explosions, security intelligence, sensor bandwidths, unified networks and other related features that alter how cars are architected and built, enabling clients to transform and develop vehicles.",Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Autonomous cars, Mobility Tech","autonomous car, autonomous technologies, ethernet device, ethernet ecosystem, ethernet solutions",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Ramin Shirani,54466-57P,3,180516-88T,,23-Sep-2021,33.91,Actual,68.66,102.57,Actual,40.61 %,34.41,2nd Round,Up Round,4.32,Series A,Early Stage VC,Series A,,Venture Capital,33.91,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95131,United States,2018,www.ethernovia.com
